,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Average,90% Confidence
100,0.29880478087649404,0.27091633466135456,0.28286852589641437,0.2649402390438247,0.24302788844621515,0.24900398406374502,0.250996015936255,0.24900398406374502,0.26095617529880477,0.2410358565737052,0.26115537848605574,0.02910277167967838
150,0.30677290836653387,0.21912350597609562,0.20916334661354583,0.26294820717131473,0.26294820717131473,0.30677290836653387,0.30876494023904383,0.17330677290836655,0.2868525896414343,0.3207171314741036,0.2657370517928287,0.07823048807991108
200,0.3187250996015936,0.3286852589641434,0.2948207171314741,0.2968127490039841,0.33266932270916333,0.4043824701195219,0.31673306772908366,0.2968127490039841,0.32270916334661354,0.3247011952191235,0.32370517928286857,0.04926354152675492
250,0.33665338645418325,0.3725099601593625,0.30677290836653387,0.3247011952191235,0.32270916334661354,0.37649402390438247,0.31673306772908366,0.32270916334661354,0.3924302788844622,0.36852589641434264,0.3440239043824701,0.04732503410928475
300,0.3286852589641434,0.39641434262948205,0.3107569721115538,0.31673306772908366,0.29282868525896416,0.3247011952191235,0.3725099601593625,0.3745019920318725,0.36055776892430286,0.39442231075697204,0.3472111553784861,0.057635563954215915
350,0.3545816733067729,0.3904382470119522,0.32270916334661354,0.3247011952191235,0.29880478087649404,0.3665338645418327,0.3784860557768924,0.33266932270916333,0.3665338645418327,0.4143426294820718,0.35498007968127493,0.05507807017711824
400,0.33665338645418325,0.4243027888446215,0.3346613545816733,0.3247011952191235,0.3207171314741036,0.3466135458167331,0.38247011952191234,0.350597609561753,0.3924302788844622,0.4123505976095618,0.36254980079681276,0.058411763822401576
450,0.3904382470119522,0.40239043824701193,0.3426294820717131,0.3386454183266932,0.32270916334661354,0.3386454183266932,0.37649402390438247,0.33665338645418325,0.3545816733067729,0.4063745019920319,0.3609561752988048,0.04743266968184129
500,0.37649402390438247,0.3884462151394422,0.3784860557768924,0.3386454183266932,0.33067729083665337,0.3466135458167331,0.3904382470119522,0.36852589641434264,0.40239043824701193,0.40039840637450197,0.3721115537848606,0.03988309553266875
550,0.3745019920318725,0.3426294820717131,0.3804780876494024,0.3286852589641434,0.32669322709163345,0.3745019920318725,0.4123505976095618,0.4063745019920319,0.4402390438247012,0.4063745019920319,0.37928286852589643,0.05929106344597032
600,0.38645418326693226,0.3745019920318725,0.3725099601593625,0.34063745019920316,0.34063745019920316,0.38645418326693226,0.4203187250996016,0.38645418326693226,0.4203187250996016,0.42231075697211157,0.38505976095617533,0.04680035011278134
650,0.36852589641434264,0.39641434262948205,0.3884462151394422,0.3386454183266932,0.33266932270916333,0.4063745019920319,0.4243027888446215,0.3804780876494024,0.4143426294820718,0.4302788844621514,0.38804780876494027,0.05238052100550446
700,0.3705179282868526,0.4083665338645419,0.4163346613545817,0.34462151394422313,0.3386454183266932,0.39641434262948205,0.4342629482071713,0.3804780876494024,0.45219123505976094,0.4442231075697211,0.39860557768924304,0.06212505427099968
750,0.38247011952191234,0.4163346613545817,0.4143426294820718,0.37649402390438247,0.350597609561753,0.4262948207171315,0.4203187250996016,0.3844621513944223,0.40239043824701193,0.4362549800796813,0.40099601593625495,0.04170559150538552
800,0.41832669322709165,0.4262948207171315,0.4123505976095618,0.38247011952191234,0.3545816733067729,0.44223107569721115,0.43227091633466136,0.4123505976095618,0.42231075697211157,0.43824701195219123,0.41414342629482065,0.04189565369031608
850,0.4402390438247012,0.448207171314741,0.40039840637450197,0.39442231075697204,0.35856573705179284,0.4362549800796813,0.4203187250996016,0.4083665338645419,0.4342629482071713,0.4362549800796813,0.41772908366533856,0.042998425939744775
900,0.4402390438247012,0.43824701195219123,0.4123505976095618,0.38645418326693226,0.3745019920318725,0.41832669322709165,0.4362549800796813,0.40239043824701193,0.4203187250996016,0.450199203187251,0.41792828685258965,0.03837400363302405
950,0.44223107569721115,0.4342629482071713,0.4243027888446215,0.39442231075697204,0.37649402390438247,0.4243027888446215,0.4143426294820718,0.4123505976095618,0.4302788844621514,0.4402390438247012,0.4193227091633466,0.03241184766834124
1000,0.4282868525896414,0.4243027888446215,0.41832669322709165,0.39442231075697204,0.3884462151394422,0.4282868525896414,0.40239043824701193,0.4143426294820718,0.4243027888446215,0.45219123505976094,0.41752988047808764,0.029167258290276096
1050,0.4302788844621514,0.4243027888446215,0.4243027888446215,0.3804780876494024,0.3844621513944223,0.4163346613545817,0.4123505976095618,0.4262948207171315,0.448207171314741,0.4541832669322709,0.4201195219123505,0.03693848369910989
1100,0.4362549800796813,0.4302788844621514,0.4402390438247012,0.38247011952191234,0.3804780876494024,0.43227091633466136,0.41832669322709165,0.43227091633466136,0.4402390438247012,0.46215139442231074,0.4254980079681275,0.040081800665548846
1150,0.4342629482071713,0.4302788844621514,0.4442231075697211,0.37649402390438247,0.3784860557768924,0.4442231075697211,0.43824701195219123,0.4262948207171315,0.44223107569721115,0.4721115537848606,0.4286852589641434,0.04631030473496141
1200,0.43227091633466136,0.44621513944223107,0.4243027888446215,0.37649402390438247,0.3904382470119522,0.4541832669322709,0.4243027888446215,0.42231075697211157,0.45219123505976094,0.4701195219123506,0.4292828685258964,0.045051755133840084
1250,0.4601593625498008,0.46613545816733065,0.4342629482071713,0.3784860557768924,0.3745019920318725,0.4442231075697211,0.44223107569721115,0.4123505976095618,0.450199203187251,0.4701195219123506,0.43326693227091634,0.05340455298703724
1300,0.4362549800796813,0.47410358565737054,0.4362549800796813,0.3725099601593625,0.39641434262948205,0.43227091633466136,0.45219123505976094,0.4362549800796813,0.44621513944223107,0.46613545816733065,0.4348605577689243,0.04746095426120283
1350,0.4402390438247012,0.47808764940239046,0.4342629482071713,0.37649402390438247,0.40239043824701193,0.4581673306772908,0.45219123505976094,0.43824701195219123,0.4342629482071713,0.4760956175298805,0.4390438247011952,0.04862632778653722
1400,0.44621513944223107,0.4641434262948207,0.43824701195219123,0.3844621513944223,0.3904382470119522,0.45219123505976094,0.4402390438247012,0.43824701195219123,0.44621513944223107,0.4701195219123506,0.4370517928286852,0.044062651066483924
1450,0.44223107569721115,0.4681274900398406,0.4282868525896414,0.3804780876494024,0.40239043824701193,0.450199203187251,0.4541832669322709,0.43227091633466136,0.44621513944223107,0.4721115537848606,0.43764940239043815,0.04435044292604614
1500,0.448207171314741,0.4800796812749004,0.4203187250996016,0.3804780876494024,0.41832669322709165,0.450199203187251,0.45219123505976094,0.4362549800796813,0.4541832669322709,0.49203187250996017,0.44322709163346613,0.04974068139395179
1550,0.4541832669322709,0.4701195219123506,0.4203187250996016,0.3804780876494024,0.4123505976095618,0.4262948207171315,0.4541832669322709,0.44223107569721115,0.4541832669322709,0.4820717131474104,0.4396414342629482,0.047006358714405075
1600,0.44621513944223107,0.49203187250996017,0.43227091633466136,0.38247011952191234,0.4143426294820718,0.44223107569721115,0.45219123505976094,0.43824701195219123,0.4581673306772908,0.4820717131474104,0.44402390438247014,0.04898379420878603
1650,0.4581673306772908,0.49203187250996017,0.4342629482071713,0.39641434262948205,0.40239043824701193,0.448207171314741,0.4641434262948207,0.44223107569721115,0.4581673306772908,0.4800796812749004,0.44760956175298805,0.04766410775722609
1700,0.448207171314741,0.48406374501992033,0.4362549800796813,0.40239043824701193,0.40039840637450197,0.4581673306772908,0.44621513944223107,0.4362549800796813,0.450199203187251,0.4721115537848606,0.44342629482071716,0.041632160441092414
1750,0.4601593625498008,0.4940239043824701,0.43227091633466136,0.40239043824701193,0.4043824701195219,0.45219123505976094,0.44223107569721115,0.4402390438247012,0.44621513944223107,0.4760956175298805,0.44501992031872517,0.044474936490496386
1800,0.448207171314741,0.50199203187251,0.4302788844621514,0.39840637450199207,0.4063745019920319,0.450199203187251,0.44621513944223107,0.448207171314741,0.4541832669322709,0.4721115537848606,0.4456175298804782,0.04650117092945842
1850,0.450199203187251,0.4900398406374502,0.4342629482071713,0.41832669322709165,0.4143426294820718,0.46215139442231074,0.45219123505976094,0.45219123505976094,0.46613545816733065,0.47808764940239046,0.45179282868525894,0.03786705926013023
1900,0.45617529880478086,0.4900398406374502,0.4282868525896414,0.4123505976095618,0.41832669322709165,0.45617529880478086,0.44621513944223107,0.450199203187251,0.4601593625498008,0.4820717131474104,0.45,0.03933148054834751
1950,0.4581673306772908,0.48804780876494025,0.4282868525896414,0.4262948207171315,0.4243027888446215,0.4760956175298805,0.46613545816733065,0.45219123505976094,0.4601593625498008,0.4760956175298805,0.4555776892430279,0.03538272457177354
2000,0.4641434262948207,0.49203187250996017,0.4282868525896414,0.4243027888446215,0.4342629482071713,0.4721115537848606,0.45617529880478086,0.46613545816733065,0.46215139442231074,0.4760956175298805,0.45756972111553784,0.03446042031703901
2050,0.4581673306772908,0.5059760956175299,0.4302788844621514,0.4302788844621514,0.4342629482071713,0.4681274900398406,0.4581673306772908,0.45219123505976094,0.46215139442231074,0.4800796812749004,0.45796812749003984,0.036938483699105816
2100,0.4641434262948207,0.5039840637450199,0.4342629482071713,0.43824701195219123,0.44223107569721115,0.4800796812749004,0.47808764940239046,0.450199203187251,0.4641434262948207,0.47808764940239046,0.46334661354581674,0.03474431810359782
2150,0.4581673306772908,0.50199203187251,0.43824701195219123,0.4282868525896414,0.4442231075697211,0.47808764940239046,0.4601593625498008,0.45219123505976094,0.4641434262948207,0.4860557768924303,0.46115537848605576,0.03514525393849596
2200,0.46215139442231074,0.49800796812749004,0.44223107569721115,0.4282868525896414,0.4442231075697211,0.46215139442231074,0.4721115537848606,0.4362549800796813,0.46613545816733065,0.4860557768924303,0.4597609561752988,0.0347010306921588
2250,0.46215139442231074,0.49601593625498,0.43227091633466136,0.4262948207171315,0.44223107569721115,0.47410358565737054,0.4800796812749004,0.43227091633466136,0.4681274900398406,0.48804780876494025,0.46015936254980083,0.039428263931331885
2300,0.4641434262948207,0.5,0.43227091633466136,0.4262948207171315,0.4442231075697211,0.4820717131474104,0.48406374501992033,0.4243027888446215,0.4681274900398406,0.49800796812749004,0.4623505976095618,0.04524674411221185
